,QueryName,ReleaseDate,RequiredAge,DLCCount,Metacritic,RecommendationCount,SteamSpyOwners,SteamSpyPlayersEstimate,AchievementCount,ControllerSupport,IsFree,SubscriptionAvail,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal,Reviews
136,Sniper Elite,Jul 16 2009,0,0,76,866,421292,273508,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
137,Judge Dredd: Dredd vs Death,Mar 26 2009,0,0,55,425,62772,31207,0,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99, 
138,Evil Genius,Jun 22 2009,0,0,75,1195,220241,162849,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
139,Aliens versus Predator Classic 2000,Jan 15 2010,17,0,0,1084,184013,145453,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
140,Advent Rising,Sep 14 2006,0,0,70,226,47169,25826,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,...has a lot to offer in terms of gameplay story and sound...it brings original ideas and a good dose of personality to a genre that often focuses too much on just shooting people in the face.79 - IGN
141,BloodRayne,Sep 14 2006,17,0,65,307,66718,36767,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,Kills are bloodily satisfying.7.3 - IGN
142,BloodRayne 2,Sep 14 2006,17,0,67,224,67256,31566,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,...a hot chick slicing and dicing Nazis with huge blades attached to her arms a host of weaponry and a great B-movie horror style about it.6.8 - IGN
143,Psychonauts,Oct 11 2006,0,0,87,5130,1413633,758828,37,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
144,Sid Meier's Civilization IV,Oct 25 2006,0,0,94,887,1422601,596158,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99, 
145,Sid Meier's Civilization III: Complete,Oct 25 2006,0,0,90,1328,1097619,412145,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
146,Sid Meier's Pirates!,Jul 11 2005,0,0,88,1641,800437,388471,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99, 
147,Shattered Union,Oct 25 2006,0,0,67,0,41788,17038,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
148,CivCity: Rome,Apr 6 2007,0,0,67,143,75686,48424,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
149,Sid Meier's Civilization IV: Warlords,Apr 6 2007,0,0,84,0,1174560,184371,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
150,Garry's Mod,Nov 29 2006,0,0,0,237684,12790674,11871328,29,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,USD,9.99,9.99,It brings back the silly glee of unbridled experimentation intuitive learning and playful social interactions that most of us havent experienced since childhood. For that its essential.88 - PC Gamer
151,Poker Superstars II,Oct 5 2006,0,0,0,0,3228,2690,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
152,Race: The WTCC Game,Nov 24 2006,0,0,0,126,250551,144914,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,39.99,39.99, 
154,RACE: Caterham Expansion,Jun 22 2007,0,0,0,0,138996,17576,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,4.99,4.99, 
155,RoboBlitz,Nov 7 2006,0,0,80,0,36408,10761,0,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,RoboBlitz Scores High On IGNIGN.com has a review of RoboBlitz the debut title from Naked Sky Entertainment. Editor Steve Butts writes Powered by Unreal Engine 3 this action game is short sweet and stunning to look at.
156,Silverfall,Mar 20 2007,0,0,62,0,38201,20805,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99, 
157,City Life 2008,Sep 29 2008,0,0,0,0,24212,13631,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,9.99,9.99, 
158,Silverfall: Earth Awakening,Jul 18 2008,0,0,0,0,33897,12554,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99, 
159,S.T.A.L.K.E.R.: Shadow of Chernobyl,Mar 20 2007,17,0,82,4657,1029825,719909,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,USD,19.99,19.99, 
160,Full Spectrum Warrior,Jul 17 2007,0,0,80,104,111376,33180,0,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
161,Full Spectrum Warrior: Ten Hammers,Jul 17 2007,0,0,70,0,108686,19370,0,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
162,Titan Quest,Jun 26 2007,0,0,77,2218,1594238,925265,0,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False, ,0.0,0.0, 
163,Titan Quest: Immortal Throne,Mar 5 2007,0,0,80,2216,1047402,566386,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False, ,0.0,0.0, 
164,Company of Heroes,Jul 17 2007,17,0,93,3856,2972719,1257241,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99,Highest rated RTS of all timeGameRankings10/10Eurogamer5/5The Times
165,"Warhammer 40,000: Dawn of War - Game of the Year Edition",Aug 7 2007,17,0,86,2212,1596749,838459,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,12.99,12.99, 
166,"Warhammer 40,000: Dawn of War – Dark Crusade",Aug 7 2007,17,0,87,1715,1023010,506483,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,12.99,12.99, 
167,Medieval II: Total War,Nov 27 2007,0,2,88,5418,1794751,1212403,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99, 
168,Condemned: Criminal Origins,Oct 29 2012,17,0,78,891,482988,104740,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,14.95,14.95, 
169,Rome: Total War,Aug 28 2007,0,0,92,5160,1632799,1083092,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
170,Rome: Total War - Alexander,Aug 28 2007,0,0,79,266,760442,286063,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
171,Medieval II: Total War Kingdoms,Nov 27 2007,0,0,85,549,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,11.99,11.99, 
172,Heroes of Annihilated Empires,Nov 22 2006,0,0,65,153,51832,15783,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,14.99,14.99, 
173,Cossacks: Back to War,Sep 2 2010,0,1,60,726,164284,118012,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
174,Cossacks: Art of War,Aug 26 2011,0,0,74,0,79273,34256,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
175,Cossacks: European Wars,Aug 26 2011,0,0,74,135,100436,39995,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
176,Cossacks II: Battle for Europe,Aug 26 2011,0,0,69,223,101691,54702,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
177,Zen of Sudoku,Dec 14 2006,0,0,0,0,9147,6457,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
178,Natural Selection 2,Oct 30 2012,0,5,80,7873,1680326,1188012,60,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99,NS2 is a genius mash of Counter Strike and Starcraft  -  KotakuThis is getting close to my idea of the ultimate game  - Machinima
180,STAR WARS™ Republic Commando,Jul 8 2009,0,0,78,3763,1206485,597234,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
181,Indiana Jones and the Fate of Atlantis,Jul 8 2009,0,0,0,373,154420,93082,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,5.99,5.99, 
182,STAR WARS™ Jedi Knight: Jedi Academy™,Sep 16 2009,0,0,81,3535,1536488,799002,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
183,STAR WARS™ Jedi Knight II: Jedi Outcast™,Sep 16 2009,0,0,89,1433,1217963,477967,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
184,The Dig,Jul 8 2009,0,0,0,370,133974,65642,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,5.99,5.99, 
185,STAR WARS™ Battlefront™ II,Jul 8 2009,0,0,78,16580,2466416,1919220,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
186,Thrillville: Off the Rails,Jul 8 2009,0,0,70,151,17935,16141,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
187,Armed and Dangerous,Jul 8 2009,0,0,78,0,19549,10223,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,5.99,5.99, 
188,Shank,Oct 25 2010,17,0,67,1232,525494,243736,12,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,1Up...Shank is the freshest most unequivocally rewarding beat-em-up game to come along in almost a decade.http://www.1up.com/reviews/shank-reviewAG4/X-PlayWildly addictive action and smooth controls complemented by a pulpy grind house style make Shank a must-play for fans of the classic genre.http://www.g4tv.com/games/xbox-360/62766/shank/review/5 out of 5JoystiqShank is a lot of fun because it lets you murder a lot of different people in a lot of different ways and I think you should buy it.http://www.joystiq.com/2010/08/24/shank-review/4.5 out of 5
190,Ghost Master,Dec 21 2006,0,0,81,846,166257,97925,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
191,Vegas: Make It Big,Dec 21 2006,0,0,0,0,50935,20446,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
192,FlatOut,Feb 2 2007,0,0,72,1241,309737,158186,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,7.49,7.49, 
193,Making History: The Calm & The Storm,Mar 13 2007,0,0,70,453,67077,32642,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
194,Ducati World Championship,Sep 21 2007,0,0,35,161,41609,16500,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,4.99,4.99, 
195,Dreamfall: The Longest Journey,Jan 12 2007,0,0,75,397,148143,52191,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,USD,19.99,19.99,Gamespy.com - Adventure Game of the Year - Dreamfall stands so far out of the pack we believe it would have been a stellar candidate no matter what year it was released. If gaming is ever to be more than merely colored lights and sensation though it needs these types of experimental projects to move forward. Gaming may not yet be art but with Dreamfall were one step closerRead the full review at gamespy.com (half-way down the page)Gamespy.com - #8 Best PC Game of the Year - An amazing trip with some of the most fascinating characters youll ever want to meet through some of the most breathtaking and wondrous scenery youre ever going to see
196,The Longest Journey,May 1 2007,0,0,91,737,220421,116577,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,USD,9.99,9.99,The Longest Journey is not only the best adventure games in recent years its one of the best games ever- GamesDomain
198,Joint Task Force,Mar 27 2007,0,0,68,0,32462,11837,0,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
